ID,본문,소제목,제목,저자,annotator01,annotator02,annotator03,annotator04
5916,"바다, 어둔 바다,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"절망, 서러움, 신기함/관심, 슬픔, 감동/감탄","공포/무서움, 불안/걱정, 서러움, 슬픔","공포/무서움, 부담/안_내킴, 불안/걱정","공포/무서움, 불안/걱정, 힘듦/지침"
5917,"쭉 건너간 수평선 위,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"신기함/관심, 감동/감탄, 뿌듯함, 흐뭇함(귀여움/예쁨)","기대감, 신기함/관심, 편안/쾌적","기대감, 신기함/관심","감동/감탄, 기대감, 기쁨, 신기함/관심"
5918,별들이 깜박일 필요는 없다.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"깨달음, 비장함, 아껴주는","깨달음, 비장함, 귀찮음, 지긋지긋, 한심함",불평/불만,"절망, 힘듦/지침, 재미없음, 당황/난처, 슬픔"
5919,"파도 위 하늘 아래,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"신기함/관심, 환영/호의, 흐뭇함(귀여움/예쁨), 없음","힘듦/지침, 감동/감탄, 기대감, 환영/호의, 편안/쾌적, 신기함/관심",신기함/관심,"감동/감탄, 기쁨, 편안/쾌적"
5920,일찍이 용사이었던.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"비장함, 아껴주는, 존경","고마움, 비장함, 아껴주는, 안심/신뢰, 존경","비장함, 뿌듯함, 기대감","깨달음, 비장함"
5921,그러니라……,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"안심/신뢰, 깨달음, 의심/불신, 부담/안_내킴","지긋지긋, 부담/안_내킴, 서러움, 귀찮음, 재미없음, 한심함","안타까움/실망, 부담/안_내킴","비장함, 슬픔"
5922,"―뱃머리를 돌려라,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"비장함, 기대감, 깨달음, 불안/걱정, 부담/안_내킴","비장함, 당황/난처, 불안/걱정, 기대감","불안/걱정, 부담/안_내킴, 비장함, 기대감","깨달음, 비장함, 기대감, 즐거움/신남"
5923,돛을 꼬부리고.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,없음,"힘듦/지침, 불안/걱정","신기함/관심, 불쌍함/연민, 불안/걱정","슬픔, 불안/걱정, 힘듦/지침, 절망"
5924,남풍이다.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"깨달음, 신기함/관심, 없음","환영/호의, 편안/쾌적, 비장함, 감동/감탄, 기대감","기쁨, 기대감","깨달음, 비장함"
5925,에헷! 그물 줄을 늦추고.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"놀람, 당황/난처","즐거움/신남, 기대감, 불안/걱정, 뿌듯함",기대감,"당황/난처, 불안/걱정, 의심/불신, 놀람"
5926,"이마 위에 한 손을 얹고,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"비장함, 슬픔, 아껴주는, 기대감, 깨달음, 환영/호의","불안/걱정, 비장함, 존경","불안/걱정, 아껴주는","부담/안_내킴, 불안/걱정, 절망, 힘듦/지침"
5927,"하늘을 우러러 얼굴을 들면,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"기대감, 존경, 신기함/관심","기대감, 비장함, 뿌듯함, 존경","비장함, 뿌듯함, 기대감","감동/감탄, 기쁨, 안심/신뢰, 존경"
5928,별들은 꽃봉오리처럼,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"신기함/관심, 아껴주는, 감동/감탄, 흐뭇함(귀여움/예쁨), 기대감, 환영/호의, 기쁨","감동/감탄, 기대감, 놀람, 흐뭇함(귀여움/예쁨), 아껴주는, 신기함/관심, 깨달음","기대감, 기쁨, 신기함/관심","감동/감탄, 기쁨, 신기함/관심, 흐뭇함(귀여움/예쁨), 환영/호의"
5929,아름다웠다.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"아껴주는, 환영/호의, 감동/감탄, 깨달음, 흐뭇함(귀여움/예쁨)","슬픔, 아껴주는, 흐뭇함(귀여움/예쁨), 안타까움/실망, 서러움, 행복","감동/감탄, 놀람, 신기함/관심, 즐거움/신남","감동/감탄, 기쁨, 아껴주는, 행복, 환영/호의, 흐뭇함(귀여움/예쁨), 깨달음"
5930,별들은 결코 속이지 않았다.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"비장함, 신기함/관심, 놀람, 존경, 안심/신뢰","존경, 깨달음, 고마움, 감동/감탄, 안심/신뢰, 비장함, 슬픔, 아껴주는","부담/안_내킴, 불안/걱정, 안타까움/실망","기대감, 비장함"
5931,"우리의 가슴은 바다인 듯,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"기대감, 뿌듯함, 아껴주는, 환영/호의","행복, 기대감, 기쁨, 감동/감탄, 아껴주는","기대감, 기쁨, 뿌듯함","감동/감탄, 기대감, 비장함"
5932,"고기들과 조개의 온갖 비밀을 알았고,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"깨달음, 의심/불신, 흐뭇함(귀여움/예쁨), 불쌍함/연민, 고마움","깨달음, 비장함, 뿌듯함, 즐거움/신남","깨달음, 기대감","깨달음, 비장함"
5933,은하 오리온 먼 대웅(大熊)의,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"존경, 감동/감탄, 신기함/관심, 기대감, 비장함, 환영/호의","기대감, 놀람, 비장함, 신기함/관심, 감동/감탄","감동/감탄, 기대감, 신기함/관심","감동/감탄, 놀람, 비장함"
5934,"조그만 속삭임 하나,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"신기함/관심, 불안/걱정, 기대감, 고마움, 기쁨, 환영/호의","신기함/관심, 없음, 공포/무서움, 기대감, 놀람, 부담/안_내킴, 흐뭇함(귀여움/예쁨), 지긋지긋","불쌍함/연민, 불안/걱정","감동/감탄, 기대감, 기쁨, 깨달음"
5935,우리의 귀는 빼놓지 않았다.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"비장함, 안심/신뢰, 기대감, 깨달음, 뿌듯함","뿌듯함, 안심/신뢰",불평/불만,"불안/걱정, 의심/불신, 부담/안_내킴"
5936,우리의 몸은 새보다도,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"깨달음, 기대감, 비장함, 뿌듯함","기대감, 깨달음, 놀람, 감동/감탄, 뿌듯함, 서러움, 슬픔","기대감, 신기함/관심","놀람, 당황/난처, 부담/안_내킴, 불안/걱정, 불평/불만, 의심/불신"
5937,"날래고 자유로워,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"행복, 감동/감탄, 환영/호의, 힘듦/지침, 뿌듯함, 흐뭇함(귀여움/예쁨), 신기함/관심","편안/쾌적, 감동/감탄, 기쁨, 뿌듯함, 즐거움/신남","기대감, 기쁨, 즐거움/신남","기쁨, 즐거움/신남, 행복"
5938,바람이나 파도는,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"신기함/관심, 기대감","기대감, 불안/걱정, 신기함/관심, 존경, 즐거움/신남, 지긋지긋, 힘듦/지침",없음,"불안/걱정, 비장함, 슬픔"
5939,얼른 우리 앞에 맞서지를 못했다.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"안심/신뢰, 비장함, 우쭐댐/무시함","뿌듯함, 우쭐댐/무시함, 즐거움/신남",부담/안_내킴,"불안/걱정, 안타까움/실망, 의심/불신"
5940,"거친 파도와 바람이,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"공포/무서움, 당황/난처, 비장함","공포/무서움, 놀람, 부담/안_내킴, 불안/걱정, 힘듦/지침","부담/안_내킴, 안타까움/실망","경악, 놀람, 불안/걱정"
5941,"우리들의 가슴속에 묻어 놓은 것은,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"깨달음, 서러움, 화남/분노, 힘듦/지침, 비장함","비장함, 서러움, 슬픔, 불쌍함/연민, 아껴주는","불안/걱정, 안타까움/실망","비장함, 슬픔, 절망, 힘듦/지침"
5942,자신과 굳은 신념 하나뿐이었다.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"비장함, 안심/신뢰, 존경, 뿌듯함, 깨달음, 불쌍함/연민","비장함, 뿌듯함, 서러움, 안심/신뢰, 깨달음, 감동/감탄, 불안/걱정, 불쌍함/연민, 안타까움/실망, 존경","비장함, 뿌듯함","감동/감탄, 안심/신뢰, 존경, 비장함"
5943,그러나 오늘밤 얼굴의,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"깨달음, 놀람, 신기함/관심","경악, 불쌍함/연민, 불안/걱정","기대감, 신기함/관심","놀람, 당황/난처"
5944,깊은 주림과 꺼진 눈자위가,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"불안/걱정, 불쌍함/연민, 안타까움/실망, 슬픔, 힘듦/지침, 패배/자기혐오","힘듦/지침, 공포/무서움, 경악, 불쌍함/연민, 불안/걱정, 서러움, 슬픔, 안타까움/실망","힘듦/지침, 불쌍함/연민","불안/걱정, 절망, 힘듦/지침, 패배/자기혐오"
5945,"밤하늘보다 오히려 어두워,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"절망, 공포/무서움, 불안/걱정, 안타까움/실망, 힘듦/지침","절망, 불안/걱정, 지긋지긋, 힘듦/지침, 안타까움/실망, 당황/난처, 부담/안_내킴, 서러움, 슬픔","공포/무서움, 당황/난처, 부담/안_내킴, 불안/걱정","불안/걱정, 의심/불신, 힘듦/지침"
5946,타고 있는 조그만 배가,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"신기함/관심, 아껴주는, 고마움, 불안/걱정, 힘듦/지침, 불쌍함/연민","신기함/관심, 기대감, 흐뭇함(귀여움/예쁨), 환영/호의, 불안/걱정, 편안/쾌적",불안/걱정,"불안/걱정, 부담/안_내킴, 불평/불만, 의심/불신"
5947,장차 닿을 항구의 이름조차 알 수가 없다.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"슬픔, 절망, 불안/걱정, 당황/난처, 패배/자기혐오, 힘듦/지침","불안/걱정, 당황/난처, 부끄러움, 서러움, 슬픔, 안타까움/실망, 어이없음, 절망, 패배/자기혐오, 힘듦/지침","당황/난처, 부담/안_내킴, 불안/걱정, 안타까움/실망","당황/난처, 불안/걱정, 슬픔, 절망, 힘듦/지침"
5948,"살림의 물결, 가난의 바람은,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"안타까움/실망, 슬픔, 서러움, 힘듦/지침","지긋지긋, 힘듦/지침, 패배/자기혐오, 짜증, 귀찮음, 서러움, 슬픔, 불안/걱정","불쌍함/연민, 안타까움/실망, 힘듦/지침","불안/걱정, 슬픔, 절망, 힘듦/지침"
5949,현해 바다보다도 거세게 매웠던가?,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"불안/걱정, 공포/무서움, 비장함, 우쭐댐/무시함, 의심/불신","당황/난처, 부담/안_내킴, 불안/걱정","안타까움/실망, 부담/안_내킴","비장함, 슬픔, 힘듦/지침, 불안/걱정"
5950,"마음과 얼굴에 함부로 파진,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"공포/무서움, 신기함/관심, 불안/걱정, 화남/분노, 패배/자기혐오","불쌍함/연민, 안타까움/실망, 슬픔, 힘듦/지침","당황/난처, 부담/안_내킴, 불안/걱정, 안타까움/실망","불안/걱정, 불평/불만, 패배/자기혐오, 힘듦/지침"
5951,깊고 어둔 골창들은,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"공포/무서움, 의심/불신, 불안/걱정, 역겨움/징그러움, 패배/자기혐오, 증오/혐오","공포/무서움, 당황/난처, 부담/안_내킴, 불안/걱정, 힘듦/지침","공포/무서움, 당황/난처, 부담/안_내킴, 의심/불신","경악, 공포/무서움, 부담/안_내킴, 의심/불신"
5952,험한 생애의 풍우(風雨)가 물어뜯은,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"공포/무서움, 서러움, 힘듦/지침, 패배/자기혐오, 지긋지긋, 불안/걱정, 안타까움/실망","서러움, 지긋지긋, 불평/불만, 부담/안_내킴, 절망, 힘듦/지침","불쌍함/연민, 부담/안_내킴, 서러움, 안타까움/실망, 힘듦/지침","경악, 불쌍함/연민, 불안/걱정, 안타까움/실망"
5953,지울 수 없는 상처들.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"슬픔, 서러움, 안타까움/실망, 깨달음, 당황/난처, 비장함","서러움, 슬픔, 신기함/관심, 깨달음, 부담/안_내킴, 불평/불만, 안타까움/실망, 절망, 힘듦/지침","부담/안_내킴, 불쌍함/연민, 서러움, 안타까움/실망, 힘듦/지침","깨달음, 부담/안_내킴, 슬픔, 절망, 힘듦/지침"
5954,그곳에서 흐른,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"신기함/관심, 없음, 아껴주는","신기함/관심, 고마움, 행복, 슬픔",없음,"비장함, 슬픔, 힘듦/지침"
5955,"아프고 붉은 이야기가,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"불쌍함/연민, 안타까움/실망, 신기함/관심, 슬픔, 서러움, 환영/호의","불쌍함/연민, 불안/걱정, 서러움, 슬픔, 안타까움/실망, 힘듦/지침","부담/안_내킴, 불쌍함/연민, 안타까움/실망","슬픔, 불쌍함/연민, 의심/불신, 안타까움/실망"
5956,고향의 온갖 들과 내 위에,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"아껴주는, 환영/호의, 기대감","기대감, 불안/걱정","기대감, 신기함/관심, 안타까움/실망","편안/쾌적, 기대감, 기쁨"
5957,노래가 되어 흐르고 있다.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"깨달음, 기대감, 신기함/관심","감동/감탄, 기쁨, 깨달음, 뿌듯함, 신기함/관심, 아껴주는, 즐거움/신남, 흐뭇함(귀여움/예쁨), 슬픔, 안심/신뢰","신기함/관심, 감동/감탄","서러움, 슬픔, 절망"
5958,"푸른 잎, 붉은 꽃과, 누른 열매,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"감동/감탄, 신기함/관심, 아껴주는, 흐뭇함(귀여움/예쁨)","흐뭇함(귀여움/예쁨), 행복, 신기함/관심, 아껴주는, 감동/감탄, 환영/호의","기대감, 기쁨, 신기함/관심","감동/감탄, 기쁨, 신기함/관심, 아껴주는, 흐뭇함(귀여움/예쁨)"
5959,가없는 하늘 밑에 드러누운 대륙의,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"불쌍함/연민, 존경, 아껴주는","감동/감탄, 신기함/관심, 존경, 편안/쾌적","부담/안_내킴, 불쌍함/연민, 안타까움/실망","당황/난처, 부담/안_내킴, 슬픔, 안타까움/실망, 절망"
5960,헤아리기 어려운 삼림을 기르랴,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"안타까움/실망, 힘듦/지침, 당황/난처, 불안/걱정, 불쌍함/연민","깨달음, 서러움, 슬픔, 안타까움/실망, 부담/안_내킴, 불평/불만, 불안/걱정, 우쭐댐/무시함, 의심/불신, 한심함","부담/안_내킴, 의심/불신","공포/무서움, 당황/난처, 부담/안_내킴, 불안/걱정"
5961,"너무나 비싼 생명들은 노가,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"아껴주는, 안타까움/실망, 우쭐댐/무시함, 불쌍함/연민, 슬픔","존경, 감동/감탄, 아껴주는","부담/안_내킴, 불평/불만, 슬픔, 없음","경악, 슬픔, 힘듦/지침, 안타까움/실망"
5962,"아아! 벌써 한개 숙명인 얼굴에,",,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"깨달음, 불쌍함/연민, 안타까움/실망, 환영/호의, 아껴주는","불쌍함/연민, 슬픔, 아껴주는, 안타까움/실망","놀람, 당황/난처, 안타까움/실망","절망, 힘듦/지침, 슬픔, 서러움"
5963,그 메마른 피부 위에,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"불쌍함/연민, 아껴주는, 신기함/관심","불쌍함/연민, 서러움, 슬픔, 안타까움/실망, 힘듦/지침","부담/안_내킴, 불쌍함/연민, 신기함/관심, 힘듦/지침","경악, 불쌍함/연민, 불안/걱정, 안타까움/실망, 절망"
5964,어둔 해협의 밤바람이 부딪친다.,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"불안/걱정, 신기함/관심, 놀람, 깨달음, 공포/무서움","불안/걱정, 슬픔","공포/무서움, 당황/난처, 부담/안_내킴, 불안/걱정","경악, 공포/무서움, 당황/난처, 부담/안_내킴, 불안/걱정, 서러움, 슬픔, 힘듦/지침"
5965,앞에도 뒤에도 얼굴,,다시 인젠 천공에 성좌가 있을 필요가 없다,임화,"당황/난처, 불안/걱정, 공포/무서움","공포/무서움, 경악, 놀람, 당황/난처, 부담/안_내킴, 불안/걱정, 신기함/관심","놀람, 경악, 당황/난처","슬픔, 서러움, 힘듦/지침"
